year,round,position,driver_id,q1,q2,q3
2022,2,9,pierre_gasly,1:29.891,1:29.418,1:29.254
2022,2,10,kevin_magnussen,1:29.831,1:29.546,1:29.588
2022,2,11,lando_norris,1:29.957,1:29.651,
2022,2,12,daniel_ricciardo,1:30.009,1:29.773,
2022,2,13,zhou_guanyu,1:29.978,1:29.819,
2022,2,14,mick_schumacher,1:30.167,1:29.920,
2022,2,15,lance_stroll,1:30.256,1:31.009,
2022,2,16,lewis_hamilton,1:30.343,,
2022,2,17,alexander_albon,1:30.492,,
2022,2,18,nico_hulkenberg,1:30.543,,
2022,2,19,nicholas_latifi,1:31.817,,
2022,3,1,charles_leclerc,1:18.881,1:18.606,1:17.868
2022,3,2,max_verstappen,1:18.580,1:18.611,1:18.154
2022,3,3,sergio_perez,1:18.834,1:18.340,1:18.240
2022,3,4,lando_norris,1:19.280,1:19.066,1:18.703
2022,3,5,lewis_hamilton,1:19.401,1:19.106,1:18.825
2022,3,6,george_russell,1:19.405,1:19.076,1:18.933
2022,3,7,daniel_ricciardo,1:19.665,1:19.130,1:19.032
2022,3,8,esteban_ocon,1:19.605,1:19.136,1:19.061
2022,3,9,carlos_sainz,1:18.983,1:18.469,1:19.408
2022,3,10,fernando_alonso,1:19.192,1:18.815,
2022,3,11,pierre_gasly,1:19.580,1:19.226,
2022,3,12,valtteri_bottas,1:19.251,1:19.410,
2022,3,13,yuki_tsunoda,1:19.742,1:19.424,
2022,3,14,zhou_guanyu,1:19.910,1:20.155,
2022,3,15,mick_schumacher,1:20.104,1:20.465,
2022,3,16,alexander_albon,1:20.135,,
2022,3,17,kevin_magnussen,1:20.254,,
2022,3,18,sebastian_vettel,1:21.149,,
2022,3,19,nicholas_latifi,1:21.372,,
2022,4,1,max_verstappen,1:19.295,1:18.793,1:27.999
2022,4,2,charles_leclerc,1:18.796,1:19.584,1:28.778
2022,4,3,lando_norris,1:20.168,1:19.294,1:29.131
2022,4,4,kevin_magnussen,1:20.147,1:19.902,1:29.164
2022,4,5,fernando_alonso,1:20.198,1:19.595,1:29.202
2022,4,6,daniel_ricciardo,1:19.980,1:20.031,1:29.742
2022,4,7,sergio_perez,1:19.773,1:19.296,1:29.808
2022,4,8,valtteri_bottas,1:20.419,1:20.192,1:30.439
2022,4,9,sebastian_vettel,1:20.364,1:19.957,1:31.062
2022,4,10,carlos_sainz,1:19.305,1:18.990,
2022,4,11,george_russell,1:20.383,1:20.757,
2022,4,12,mick_schumacher,1:20.422,1:20.916,
2022,4,13,lewis_hamilton,1:20.470,1:21.138,
2022,4,14,zhou_guanyu,1:19.730,1:21.434,
2022,4,15,lance_stroll,1:20.342,1:28.119,
2022,4,16,yuki_tsunoda,1:20.474,,
2022,4,17,pierre_gasly,1:20.732,,
2022,4,18,nicholas_latifi,1:21.971,,
2022,4,19,esteban_ocon,1:22.338,,
2022,5,1,charles_leclerc,1:29.474,1:29.130,1:28.796
2022,5,2,carlos_sainz,1:30.079,1:29.729,1:28.986
2022,5,3,max_verstappen,1:29.836,1:29.202,1:28.991
2022,5,4,sergio_perez,1:30.055,1:29.673,1:29.036
2022,5,5,valtteri_bottas,1:30.845,1:29.751,1:29.475
2022,5,6,lewis_hamilton,1:30.388,1:29.797,1:29.625
2022,5,7,pierre_gasly,1:30.779,1:30.128,1:29.690
2022,5,8,lando_norris,1:30.761,1:29.634,1:29.750
2022,5,9,yuki_tsunoda,1:30.485,1:30.031,1:29.932
2022,5,10,lance_stroll,1:30.441,1:29.996,1:30.676
2022,5,11,fernando_alonso,1:30.407,1:30.160,
2022,5,12,george_russell,1:30.490,1:30.173,
2022,5,13,sebastian_vettel,1:30.677,1:30.214,
2022,5,14,daniel_ricciardo,1:30.583,1:30.310,
2022,5,15,mick_schumacher,1:30.645,1:30.423,
2022,5,16,kevin_magnussen,1:30.975,,
2022,5,17,zhou_guanyu,1:31.020,,
2022,5,18,alexander_albon,1:31.266,,
2022,5,19,nicholas_latifi,1:31.325,,
2022,6,1,charles_leclerc,1:19.861,1:19.969,1:18.750
2022,6,2,max_verstappen,1:20.091,1:19.219,1:19.073
2022,6,3,carlos_sainz,1:19.892,1:19.453,1:19.166
2022,6,4,george_russell,1:20.218,1:19.470,1:19.393
2022,6,5,sergio_perez,1:20.447,1:19.830,1:19.420
2022,6,6,lewis_hamilton,1:20.252,1:19.794,1:19.512
2022,6,7,valtteri_bottas,1:20.355,1:20.053,1:19.608
2022,6,8,kevin_magnussen,1:20.227,1:19.810,1:19.682
2022,6,9,daniel_ricciardo,1:20.549,1:20.287,1:20.297
2022,6,10,mick_schumacher,1:20.683,1:20.436,1:20.368
2022,6,11,lando_norris,1:20.838,1:20.471,
2022,6,12,esteban_ocon,1:20.880,1:20.638,
2022,6,13,yuki_tsunoda,1:20.707,1:20.639,
2022,6,14,pierre_gasly,1:20.719,1:20.861,
2022,6,15,zhou_guanyu,1:20.476,1:21.094,
2022,6,16,sebastian_vettel,1:20.954,,
2022,6,17,fernando_alonso,1:21.043,,
2022,6,18,lance_stroll,1:21.418,,
2022,6,19,alexander_albon,1:21.645,,
2022,6,20,nicholas_latifi,1:21.915,,
2022,7,1,charles_leclerc,1:12.569,1:11.864,1:11.376
2022,7,2,carlos_sainz,1:12.616,1:12.074,1:11.601
2022,7,3,sergio_perez,1:13.004,1:11.954,1:11.629
2022,7,4,max_verstappen,1:12.993,1:12.117,1:11.666
2022,7,5,lando_norris,1:12.927,1:12.266,1:11.849
2022,7,6,george_russell,1:12.787,1:12.617,1:12.112
2022,7,7,fernando_alonso,1:13.394,1:12.688,1:12.247
2022,7,8,lewis_hamilton,1:13.444,1:12.595,1:12.560
2022,7,9,sebastian_vettel,1:13.313,1:12.613,1:12.732
2022,7,10,esteban_ocon,1:12.848,1:12.528,1:13.047
2022,7,11,yuki_tsunoda,1:13.110,1:12.797,
2022,7,12,valtteri_bottas,1:13.541,1:12.909,
2022,7,13,kevin_magnussen,1:13.069,1:12.921,
2022,7,14,daniel_ricciardo,1:13.338,1:12.964,
2022,7,15,mick_schumacher,1:13.469,1:13.081,
2022,7,16,alexander_albon,1:13.611,,
2022,7,17,pierre_gasly,1:13.660,,
2022,7,18,lance_stroll,1:13.678,,
2022,7,19,nicholas_latifi,1:14.403,,
2022,7,20,zhou_guanyu,1:15.606,,
2022,8,1,charles_leclerc,1:42.865,1:42.046,1:41.359
2022,8,2,sergio_perez,1:42.733,1:41.955,1:41.641
2022,8,3,max_verstappen,1:42.722,1:42.227,1:41.706
2022,8,4,carlos_sainz,1:42.957,1:42.088,1:41.814
2022,8,5,george_russell,1:43.754,1:43.281,1:42.712
2022,8,6,pierre_gasly,1:43.268,1:43.129,1:42.845
2022,8,7,lewis_hamilton,1:43.939,1:43.182,1:42.924
2022,8,8,yuki_tsunoda,1:43.595,1:43.376,1:43.056
2022,8,9,sebastian_vettel,1:43.279,1:43.268,1:43.091
2022,8,10,fernando_alonso,1:44.083,1:43.360,1:43.173
2022,8,11,lando_norris,1:44.237,1:43.398,
2022,8,12,daniel_ricciardo,1:44.437,1:43.574,
2022,8,13,esteban_ocon,1:43.903,1:43.585,
2022,8,14,zhou_guanyu,1:43.777,1:43.790,
2022,8,15,valtteri_bottas,1:44.478,1:44.444,
2022,8,16,kevin_magnussen,1:44.643,,
2022,8,17,alexander_albon,1:44.719,,
2022,8,18,nicholas_latifi,1:45.367,,
2022,8,19,lance_stroll,1:45.371,,
2022,8,20,mick_schumacher,1:45.775,,
2022,9,1,max_verstappen,1:32.219,1:23.746,1:21.299
2022,9,2,fernando_alonso,1:32.277,1:24.848,1:21.944
2022,9,3,carlos_sainz,1:32.781,1:25.197,1:22.096
2022,9,4,lewis_hamilton,1:33.841,1:25.543,1:22.891
2022,9,5,kevin_magnussen,1:32.957,1:26.254,1:22.960
2022,9,6,mick_schumacher,1:33.707,1:25.684,1:23.356
2022,9,7,esteban_ocon,1:33.012,1:26.135,1:23.529
2022,9,8,george_russell,1:33.160,1:24.950,1:23.557
2022,9,9,daniel_ricciardo,1:33.636,1:26.375,1:23.749
2022,9,10,zhou_guanyu,1:33.692,1:26.116,1:24.030
2022,9,11,valtteri_bottas,1:33.689,1:26.788,
2022,9,12,alexander_albon,1:34.047,1:26.858,
2022,9,13,sergio_perez,1:33.929,1:33.127,
2022,9,14,lando_norris,1:34.066,,
2022,9,15,charles_leclerc,1:33.008,,
2022,9,16,pierre_gasly,1:34.492,,
2022,9,17,sebastian_vettel,1:34.512,,
2022,9,18,lance_stroll,1:35.532,,
2022,9,19,nicholas_latifi,1:35.660,,
2022,9,20,yuki_tsunoda,1:36.575,,
2022,10,1,carlos_sainz,1:40.190,1:41.602,1:40.983
2022,10,2,max_verstappen,1:39.129,1:40.655,1:41.055
2022,10,3,charles_leclerc,1:39.846,1:41.247,1:41.298
2022,10,4,sergio_perez,1:40.521,1:42.513,1:41.616
2022,10,5,lewis_hamilton,1:40.428,1:41.062,1:41.995
2022,10,6,lando_norris,1:41.515,1:41.821,1:42.084
2022,10,7,fernando_alonso,1:41.598,1:42.209,1:42.116
2022,10,8,george_russell,1:40.028,1:41.725,1:42.161
2022,10,9,zhou_guanyu,1:40.791,1:42.640,1:42.719
2022,10,10,nicholas_latifi,1:41.998,1:43.273,2:03.095
2022,10,11,pierre_gasly,1:41.680,1:43.702,
2022,10,12,valtteri_bottas,1:41.396,1:44.232,
2022,10,13,yuki_tsunoda,1:41.893,1:44.311,
2022,10,14,daniel_ricciardo,1:41.933,1:44.355,
2022,10,15,esteban_ocon,1:41.730,1:45.190,
2022,10,16,alexander_albon,1:42.078,,
2022,10,17,kevin_magnussen,1:42.159,,
2022,10,18,sebastian_vettel,1:42.666,,
2022,10,19,mick_schumacher,1:42.708,,
2022,10,20,lance_stroll,1:43.430,,
2022,11,1,max_verstappen,1:05.852,1:05.374,1:04.984
2022,11,2,charles_leclerc,1:05.419,1:05.287,1:05.013
2022,11,3,carlos_sainz,1:05.660,1:05.576,1:05.066
2022,11,4,george_russell,1:06.235,1:05.697,1:05.431
2022,11,5,esteban_ocon,1:06.468,1:05.993,1:05.726
2022,11,6,kevin_magnussen,1:06.366,1:05.894,1:05.879
2022,11,7,mick_schumacher,1:06.405,1:06.151,1:06.011
2022,11,8,fernando_alonso,1:06.016,1:06.082,1:06.103
2022,11,9,lewis_hamilton,1:06.079,1:05.475,1:13.151
2022,11,10,pierre_gasly,1:06.589,1:06.160,
2022,11,11,alexander_albon,1:06.516,1:06.230,
2022,11,12,valtteri_bottas,1:06.442,1:06.319,
2022,11,13,sergio_perez,1:06.143,1:06.458,
2022,11,14,yuki_tsunoda,1:06.463,1:06.851,
2022,11,15,lando_norris,1:06.330,1:25.847,
2022,11,16,daniel_ricciardo,1:06.613,,
2022,11,17,lance_stroll,1:06.847,,
2022,11,18,zhou_guanyu,1:06.901,,
2022,11,19,nicholas_latifi,1:07.003,,
2022,11,20,sebastian_vettel,1:07.083,,
2022,12,1,charles_leclerc,1:31.727,1:31.216,1:30.872
2022,12,2,max_verstappen,1:31.891,1:31.990,1:31.176
2022,12,3,sergio_perez,1:32.354,1:32.120,1:31.335
2022,12,4,lewis_hamilton,1:33.041,1:32.274,1:31.765
2022,12,5,lando_norris,1:32.672,1:32.777,1:32.032
2022,12,6,george_russell,1:33.109,1:32.633,1:32.131
2022,12,7,fernando_alonso,1:32.819,1:32.631,1:32.552
2022,12,8,yuki_tsunoda,1:33.394,1:32.836,1:32.780
2022,12,9,carlos_sainz,1:32.297,1:31.081,
2022,12,10,kevin_magnussen,1:32.756,1:32.649,
2022,12,11,daniel_ricciardo,1:33.404,1:32.922,
2022,12,12,esteban_ocon,1:33.346,1:33.048,
2022,12,13,valtteri_bottas,1:33.034,1:33.052,
2022,12,14,sebastian_vettel,1:33.285,1:33.276,
2022,12,15,alexander_albon,1:33.423,1:33.307,
2022,12,16,pierre_gasly,1:33.439,,
2022,12,17,lance_stroll,1:33.439,,
2022,12,18,zhou_guanyu,1:33.674,,
2022,12,19,mick_schumacher,1:33.701,,
2022,12,20,nicholas_latifi,1:33.794,,
2022,13,1,george_russell,1:18.407,1:18.154,1:17.377
2022,13,2,carlos_sainz,1:18.434,1:17.946,1:17.421
2022,13,3,charles_leclerc,1:18.806,1:17.768,1:17.567
2022,13,4,lando_norris,1:18.653,1:18.121,1:17.769
2022,13,5,esteban_ocon,1:18.866,1:18.216,1:18.018
2022,13,6,fernando_alonso,1:18.716,1:17.904,1:18.078
2022,13,7,lewis_hamilton,1:18.374,1:18.035,1:18.142
2022,13,8,valtteri_bottas,1:18.935,1:18.445,1:18.157
2022,13,9,daniel_ricciardo,1:18.775,1:18.198,1:18.379
2022,13,10,max_verstappen,1:18.509,1:17.703,1:18.823
2022,13,11,sergio_perez,1:19.118,1:18.516,
2022,13,12,zhou_guanyu,1:18.973,1:18.573,
2022,13,13,kevin_magnussen,1:18.993,1:18.825,
2022,13,14,lance_stroll,1:19.205,1:19.137,
2022,13,15,mick_schumacher,1:19.164,1:19.202,
2022,13,16,yuki_tsunoda,1:19.240,,
2022,13,17,alexander_albon,1:19.256,,
2022,13,18,sebastian_vettel,1:19.273,,
2022,13,19,pierre_gasly,1:19.527,,
2022,13,20,nicholas_latifi,1:19.570,,
2022,14,1,max_verstappen,1:44.581,1:44.723,1:43.665
2022,14,2,carlos_sainz,1:45.050,1:45.418,1:44.297
2022,14,3,sergio_perez,1:45.377,1:44.794,1:44.462
2022,14,4,charles_leclerc,1:45.572,1:44.551,1:44.553
2022,14,5,esteban_ocon,1:46.039,1:45.475,1:45.180
2022,14,6,fernando_alonso,1:46.075,1:45.552,1:45.368
2022,14,7,lewis_hamilton,1:45.736,1:45.420,1:45.503
2022,14,8,george_russell,1:45.650,1:45.461,1:45.776
2022,14,9,alexander_albon,1:45.672,1:45.675,1:45.837
2022,14,10,lando_norris,1:45.745,1:45.603,1:46.178
2022,14,11,daniel_ricciardo,1:46.212,1:45.767,
2022,14,12,pierre_gasly,1:46.183,1:45.827,
2022,14,13,zhou_guanyu,1:46.178,1:46.085,
2022,14,14,lance_stroll,1:46.256,1:46.611,
2022,14,15,mick_schumacher,1:46.342,1:47.718,
2022,14,16,sebastian_vettel,1:46.344,,
2022,14,17,nicholas_latifi,1:46.401,,
2022,14,18,kevin_magnussen,1:46.557,,
2022,14,19,yuki_tsunoda,1:46.692,,
2022,14,20,valtteri_bottas,1:47.866,,
2022,15,1,max_verstappen,1:11.317,1:10.927,1:10.342
2022,15,2,charles_leclerc,1:11.443,1:10.988,1:10.363
2022,15,3,carlos_sainz,1:11.767,1:10.814,1:10.434
2022,15,4,lewis_hamilton,1:11.331,1:11.075,1:10.648
2022,15,5,sergio_perez,1:11.641,1:11.314,1:11.077
2022,15,6,george_russell,1:11.561,1:10.824,1:11.147
2022,15,7,lando_norris,1:11.556,1:11.116,1:11.174
2022,15,8,mick_schumacher,1:11.741,1:11.420,1:11.442
2022,15,9,yuki_tsunoda,1:11.427,1:11.428,1:12.556
2022,15,10,lance_stroll,1:11.568,1:11.416,
2022,15,11,pierre_gasly,1:11.705,1:11.512,
2022,15,12,esteban_ocon,1:11.748,1:11.605,
2022,15,13,fernando_alonso,1:11.667,1:11.613,
2022,15,14,zhou_guanyu,1:11.826,1:11.704,
2022,15,15,alexander_albon,1:11.695,1:11.802,
2022,15,16,valtteri_bottas,1:11.961,,
2022,15,17,daniel_ricciardo,1:12.081,,
2022,15,18,kevin_magnussen,1:12.319,,
2022,15,19,sebastian_vettel,1:12.391,,
2022,15,20,nicholas_latifi,1:13.353,,
2022,16,1,charles_leclerc,1:21.280,1:21.208,1:20.161
2022,16,2,max_verstappen,1:20.922,1:21.265,1:20.306
2022,16,3,carlos_sainz,1:21.348,1:20.878,1:20.429
2022,16,4,sergio_perez,1:21.495,1:21.358,1:21.206
2022,16,5,lewis_hamilton,1:22.048,1:21.708,1:21.524
2022,16,6,george_russell,1:21.785,1:21.747,1:21.542
2022,16,7,lando_norris,1:22.130,1:21.831,1:21.584
2022,16,8,daniel_ricciardo,1:22.139,1:21.855,1:21.925
2022,16,9,pierre_gasly,1:22.010,1:22.062,1:22.648
2022,16,10,fernando_alonso,1:22.089,1:21.861,
2022,16,11,esteban_ocon,1:22.166,1:22.130,
2022,16,12,valtteri_bottas,1:22.254,1:22.235,
2022,16,13,nyck_de_vries,1:22.567,1:22.471,
2022,16,14,zhou_guanyu,1:22.003,1:22.577,
2022,16,15,yuki_tsunoda,1:22.020,,
2022,16,16,nicholas_latifi,1:22.587,,
2022,16,17,sebastian_vettel,1:22.636,,
2022,16,18,lance_stroll,1:22.748,,
2022,16,19,kevin_magnussen,1:22.908,,
2022,16,20,mick_schumacher,1:23.005,,
2022,17,1,charles_leclerc,1:54.129,1:52.343,1:49.412
2022,17,2,sergio_perez,1:54.404,1:52.818,1:49.434
2022,17,3,lewis_hamilton,1:53.161,1:52.691,1:49.466
2022,17,4,carlos_sainz,1:54.559,1:53.219,1:49.583
2022,17,5,fernando_alonso,1:55.360,1:53.127,1:49.966
2022,17,6,lando_norris,1:55.914,1:53.942,1:50.584
2022,17,7,pierre_gasly,1:55.606,1:53.546,1:51.211
2022,17,8,max_verstappen,1:53.057,1:52.723,1:51.395
2022,17,9,kevin_magnussen,1:55.103,1:54.006,1:51.573
2022,17,10,yuki_tsunoda,1:55.314,1:53.848,1:51.983
2022,17,11,george_russell,1:54.633,1:54.012,
2022,17,12,lance_stroll,1:55.629,1:54.211,
2022,17,13,mick_schumacher,1:55.736,1:54.370,
2022,17,14,sebastian_vettel,1:55.602,1:54.380,
2022,17,15,zhou_guanyu,1:55.375,1:55.518,
2022,17,16,valtteri_bottas,1:56.083,,
2022,17,17,daniel_ricciardo,1:56.226,,
2022,17,18,esteban_ocon,1:56.337,,
2022,17,19,alexander_albon,1:56.985,,
2022,17,20,nicholas_latifi,1:57.532,,
2022,18,1,max_verstappen,1:30.224,1:30.346,1:29.304
2022,18,2,charles_leclerc,1:30.402,1:30.486,1:29.314
2022,18,3,carlos_sainz,1:30.336,1:30.444,1:29.361
2022,18,4,sergio_perez,1:30.622,1:29.925,1:29.709
2022,18,5,esteban_ocon,1:30.696,1:30.357,1:30.165
2022,18,6,lewis_hamilton,1:30.906,1:30.443,1:30.261
2022,18,7,fernando_alonso,1:30.603,1:30.343,1:30.322
2022,18,8,george_russell,1:30.865,1:30.465,1:30.389
2022,18,9,sebastian_vettel,1:31.256,1:30.656,1:30.554
2022,18,10,lando_norris,1:30.881,1:30.473,1:31.003
2022,18,11,daniel_ricciardo,1:30.880,1:30.659,
2022,18,12,valtteri_bottas,1:31.226,1:30.709,
2022,18,13,yuki_tsunoda,1:31.130,1:30.808,
2022,18,14,zhou_guanyu,1:30.894,1:30.953,
2022,18,15,mick_schumacher,1:31.152,1:31.439,
2022,18,16,alexander_albon,1:31.311,,
2022,18,17,pierre_gasly,1:31.322,,
2022,18,18,kevin_magnussen,1:31.352,,
2022,18,19,lance_stroll,1:31.419,,
2022,18,20,nicholas_latifi,1:31.511,,
2022,19,1,carlos_sainz,1:35.297,1:35.590,1:34.356
2022,19,2,charles_leclerc,1:35.795,1:35.246,1:34.421
2022,19,3,max_verstappen,1:35.864,1:35.294,1:34.448
2022,19,4,sergio_perez,1:36.163,1:35.864,1:34.645
2022,19,5,lewis_hamilton,1:36.148,1:35.732,1:34.947
2022,19,6,george_russell,1:36.195,1:35.692,1:34.988
2022,19,7,lance_stroll,1:36.860,1:36.032,1:35.598
2022,19,8,lando_norris,1:36.465,1:36.341,1:35.690
2022,19,9,fernando_alonso,1:36.446,1:35.988,1:35.876
2022,19,10,valtteri_bottas,1:36.746,1:36.321,1:36.319
2022,19,11,alexander_albon,1:36.932,1:36.368,
2022,19,12,sebastian_vettel,1:36.695,1:36.398,
2022,19,13,pierre_gasly,1:36.577,1:36.740,
2022,19,14,zhou_guanyu,1:36.656,1:36.970,
2022,19,15,yuki_tsunoda,1:36.808,1:37.147,
2022,19,16,kevin_magnussen,1:36.949,,
2022,19,17,daniel_ricciardo,1:37.046,,
2022,19,18,esteban_ocon,1:37.068,,
2022,19,19,mick_schumacher,1:37.111,,
2022,19,20,nicholas_latifi,1:37.244,,
2022,20,1,max_verstappen,1:19.222,1:18.566,1:17.775
2022,20,2,george_russell,1:19.583,1:18.565,1:18.079
2022,20,3,lewis_hamilton,1:19.169,1:18.552,1:18.084
2022,20,4,sergio_perez,1:19.706,1:18.615,1:18.128
2022,20,5,carlos_sainz,1:19.566,1:18.560,1:18.351
2022,20,6,valtteri_bottas,1:19.523,1:18.762,1:18.401
2022,20,7,charles_leclerc,1:19.505,1:19.109,1:18.555
2022,20,8,lando_norris,1:19.857,1:19.119,1:18.721
2022,20,9,fernando_alonso,1:20.006,1:19.272,1:18.939
2022,20,10,esteban_ocon,1:19.945,1:19.081,1:19.010
2022,20,11,daniel_ricciardo,1:20.279,1:19.325,
2022,20,12,zhou_guanyu,1:20.283,1:19.476,
2022,20,13,yuki_tsunoda,1:19.907,1:19.589,
2022,20,14,pierre_gasly,1:20.256,1:19.672,
2022,20,15,kevin_magnussen,1:20.293,1:19.833,
2022,20,16,mick_schumacher,1:20.419,,
2022,20,17,sebastian_vettel,1:20.419,,
2022,20,18,lance_stroll,1:20.520,,
2022,20,19,alexander_albon,1:20.859,,
2022,20,20,nicholas_latifi,1:21.167,,
2022,21,1,kevin_magnussen,1:13.954,1:11.410,1:11.674
2022,21,2,max_verstappen,1:13.625,1:10.881,1:11.877
2022,21,3,george_russell,1:14.427,1:11.318,1:12.059
2022,21,4,lando_norris,1:13.106,1:11.377,1:12.263
2022,21,5,carlos_sainz,1:14.680,1:10.890,1:12.357
2022,21,6,esteban_ocon,1:14.663,1:11.587,1:12.425
2022,21,7,fernando_alonso,1:13.542,1:11.394,1:12.504
2022,21,8,lewis_hamilton,1:13.403,1:11.539,1:12.611
2022,21,9,sergio_perez,1:13.613,1:11.456,1:15.601
2022,21,10,charles_leclerc,1:14.486,1:10.950,
2022,21,11,alexander_albon,1:14.324,1:11.631,
2022,21,12,pierre_gasly,1:14.371,1:11.675,
2022,21,13,sebastian_vettel,1:13.597,1:11.678,
2022,21,14,daniel_ricciardo,1:14.931,1:12.140,
2022,21,15,lance_stroll,1:14.398,1:12.210,
2022,21,16,nicholas_latifi,1:15.095,,
2022,21,17,zhou_guanyu,1:15.197,,
2022,21,18,valtteri_bottas,1:15.486,,
2022,21,19,yuki_tsunoda,1:16.264,,
2022,21,20,mick_schumacher,1:16.361,,
2022,22,1,max_verstappen,1:24.754,1:24.622,1:23.824
2022,22,2,sergio_perez,1:24.820,1:24.419,1:24.052
2022,22,3,charles_leclerc,1:25.211,1:24.517,1:24.092
2022,22,4,carlos_sainz,1:25.090,1:24.521,1:24.242
2022,22,5,lewis_hamilton,1:25.594,1:24.774,1:24.508
2022,22,6,george_russell,1:25.545,1:24.940,1:24.511
2022,22,7,lando_norris,1:25.387,1:24.903,1:24.769
2022,22,8,esteban_ocon,1:25.735,1:25.007,1:24.830
2022,22,9,sebastian_vettel,1:25.523,1:24.974,1:24.961
2022,22,10,daniel_ricciardo,1:25.766,1:25.068,1:25.045
2022,22,11,fernando_alonso,1:25.782,1:25.096,
2022,22,12,yuki_tsunoda,1:25.630,1:25.219,
2022,22,13,mick_schumacher,1:25.711,1:25.225,
2022,22,14,lance_stroll,1:25.741,1:25.359,
2022,22,15,zhou_guanyu,1:25.594,1:25.408,
2022,22,16,kevin_magnussen,1:25.834,,
2022,22,17,pierre_gasly,1:25.859,,
2022,22,18,valtteri_bottas,1:25.892,,
2022,22,19,alexander_albon,1:26.028,,
2022,22,20,nicholas_latifi,1:26.054,,
2023,1,1,max_verstappen,1:31.295,1:30.503,1:29.708
2023,1,2,sergio_perez,1:31.479,1:30.746,1:29.846
2023,1,3,charles_leclerc,1:31.094,1:30.282,1:30.000
2023,1,4,carlos_sainz,1:30.993,1:30.515,1:30.154
2023,1,5,fernando_alonso,1:31.158,1:30.645,1:30.336
2023,1,6,george_russell,1:31.057,1:30.507,1:30.340
2023,1,7,lewis_hamilton,1:31.543,1:30.513,1:30.384
2023,1,8,lance_stroll,1:31.184,1:31.127,1:30.836
2023,1,9,esteban_ocon,1:31.508,1:30.914,1:30.984
2023,1,10,nico_hulkenberg,1:31.204,1:30.809,
2023,1,11,lando_norris,1:31.652,1:31.381,
2023,1,12,valtteri_bottas,1:31.504,1:31.443,
2023,1,13,zhou_guanyu,1:31.615,1:31.473,
2023,1,14,yuki_tsunoda,1:31.400,1:32.510,
2023,1,15,alexander_albon,1:31.461,,
2023,1,16,logan_sargeant,1:31.652,,
2023,1,17,kevin_magnussen,1:31.892,,
2023,1,18,oscar_piastri,1:32.101,,
2023,1,19,nyck_de_vries,1:32.121,,
2023,1,20,pierre_gasly,1:32.181,,
2023,2,1,sergio_perez,1:29.244,1:28.635,1:28.265
2023,2,2,charles_leclerc,1:29.376,1:28.903,1:28.420
2023,2,3,fernando_alonso,1:29.298,1:28.757,1:28.730
2023,2,4,george_russell,1:29.592,1:29.132,1:28.857
2023,2,5,carlos_sainz,1:29.411,1:28.957,1:28.931
2023,2,6,lance_stroll,1:29.335,1:28.962,1:28.945
2023,2,7,esteban_ocon,1:29.707,1:29.255,1:29.078
2023,2,8,lewis_hamilton,1:29.689,1:29.374,1:29.223
2023,2,9,oscar_piastri,1:29.706,1:29.378,1:29.243
2023,2,10,pierre_gasly,1:29.890,1:29.411,1:29.357
2023,2,11,nico_hulkenberg,1:29.547,1:29.451,
2023,2,12,zhou_guanyu,1:29.654,1:29.461,
2023,2,13,kevin_magnussen,1:29.744,1:29.634,
2023,2,14,valtteri_bottas,1:29.929,1:29.668,
2023,2,15,max_verstappen,1:28.761,1:49.953,
2023,2,16,yuki_tsunoda,1:29.939,,
2023,2,17,alexander_albon,1:29.994,,
2023,2,18,nyck_de_vries,1:30.244,,
2023,2,19,lando_norris,1:30.447,,
2023,3,1,max_verstappen,1:17.384,1:17.056,1:16.732
2023,3,2,george_russell,1:17.654,1:17.513,1:16.968
2023,3,3,lewis_hamilton,1:17.689,1:17.551,1:17.104
2023,3,4,fernando_alonso,1:17.832,1:17.283,1:17.139
2023,3,5,carlos_sainz,1:17.928,1:17.349,1:17.270
2023,3,6,lance_stroll,1:17.873,1:17.616,1:17.308
2023,3,7,charles_leclerc,1:18.218,1:17.390,1:17.369
2023,3,8,alexander_albon,1:17.962,1:17.761,1:17.609
2023,3,9,pierre_gasly,1:18.312,1:17.574,1:17.675
2023,3,10,nico_hulkenberg,1:18.029,1:17.412,1:17.735
2023,3,11,esteban_ocon,1:17.770,1:17.768,
2023,3,12,yuki_tsunoda,1:18.471,1:18.099,
2023,3,13,lando_norris,1:18.243,1:18.119,
2023,3,14,kevin_magnussen,1:18.159,1:18.129,
2023,3,15,nyck_de_vries,1:18.450,1:18.335,
2023,3,16,oscar_piastri,1:18.517,,
2023,3,17,zhou_guanyu,1:18.540,,
2023,3,18,logan_sargeant,1:18.557,,
2023,3,19,valtteri_bottas,1:18.714,,
2023,4,1,charles_leclerc,1:41.269,1:41.037,1:40.203
2023,4,2,max_verstappen,1:41.398,1:40.822,1:40.391
2023,4,3,sergio_perez,1:41.756,1:41.131,1:40.495
2023,4,4,carlos_sainz,1:42.197,1:41.369,1:41.016
2023,4,5,lewis_hamilton,1:42.113,1:41.650,1:41.177
2023,4,6,fernando_alonso,1:41.720,1:41.370,1:41.253
2023,4,7,lando_norris,1:42.154,1:41.485,1:41.281
2023,4,8,yuki_tsunoda,1:42.234,1:41.569,1:41.581
2023,4,9,lance_stroll,1:42.524,1:41.576,1:41.611
2023,4,10,oscar_piastri,1:42.455,1:41.636,1:41.611
2023,4,11,george_russell,1:42.073,1:41.654,
