year,round,grid_position,driver_id,quali_time
2021,10,15,antonio_giovinazzi,N/A
2021,10,17,nicholas_latifi,N/A
2021,10,19,nikita_mazepin,N/A
2021,10,PIT LANE,sergio_perez,N/A
2021,11,2,valtteri_bottas,1:15.734
2021,11,4,sergio_perez,1:16.421
2021,11,6,lando_norris,1:16.489
2021,11,8,esteban_ocon,1:16.653
2021,11,10,sebastian_vettel,1:16.750
2021,11,12,lance_stroll,1:16.893
2021,11,14,antonio_giovinazzi,1:17.583
2021,11,16,yuki_tsunoda,1:17.919
2021,11,18,nicholas_latifi,1:18.036
2021,11,20,mick_schumacher,N/A
2021,11,1,lewis_hamilton,1:15.419
2021,11,3,max_verstappen,1:15.840
2021,11,5,pierre_gasly,1:16.483
2021,11,7,charles_leclerc,1:16.496
2021,11,9,fernando_alonso,1:16.715
2021,11,11,daniel_ricciardo,1:16.871
2021,11,13,kimi_raikkonen,1:17.564
2021,11,15,carlos_sainz,N/A
2021,11,17,george_russell,1:17.944
2021,11,19,nikita_mazepin,1:18.922
2021,12,1,max_verstappen,1:59.765
2021,12,3,lewis_hamilton,2:00.099
2021,12,5,sebastian_vettel,2:00.935
2021,12,7,sergio_perez,2:02.112
2021,12,9,charles_leclerc,1:57.721
2021,12,11,carlos_sainz,1:58.137
2021,12,13,valtteri_bottas,2:02.502
2021,12,15,lando_norris,N/A
2021,12,17,mick_schumacher,2:03.973
2021,12,19,lance_stroll,1:58.231
2021,12,2,george_russell,2:00.086
2021,12,4,daniel_ricciardo,2:00.864
2021,12,6,pierre_gasly,2:01.164
2021,12,8,esteban_ocon,2:03.513
2021,12,10,nicholas_latifi,1:58.056
2021,12,12,fernando_alonso,1:58.205
2021,12,14,antonio_giovinazzi,2:02.306
2021,12,16,yuki_tsunoda,2:02.413
2021,12,18,nikita_mazepin,2:04.939
2021,12,PIT LANE,kimi_raikkonen,N/A
2021,13,2,lewis_hamilton,1:08.923
2021,13,4,pierre_gasly,1:09.478
2021,13,6,carlos_sainz,1:09.537
2021,13,8,esteban_ocon,1:09.933
2021,13,10,daniel_ricciardo,1:10.166
2021,13,12,lance_stroll,1:10.367
2021,13,14,yuki_tsunoda,1:11.314
2021,13,16,robert_kubica,1:11.301
2021,13,18,nikita_mazepin,1:11.875
2021,13,1,max_verstappen,1:08.885
2021,13,3,valtteri_bottas,1:09.222
2021,13,5,charles_leclerc,1:09.527
2021,13,7,antonio_giovinazzi,1:09.590
2021,13,9,fernando_alonso,1:09.956
2021,13,11,george_russell,1:10.332
2021,13,13,lando_norris,1:10.406
2021,13,15,sebastian_vettel,1:10.731
2021,13,17,mick_schumacher,1:11.387
2021,13,PIT LANE,nicholas_latifi,N/A
2021,13,PIT LANE,sergio_perez,N/A
2021,14,2,daniel_ricciardo,N/A
2021,14,4,lewis_hamilton,N/A
2021,14,6,carlos_sainz,N/A
2021,14,8,sergio_perez,N/A
2021,14,10,fernando_alonso,N/A
2021,14,12,esteban_ocon,N/A
2021,14,14,george_russell,N/A
2021,14,16,nikita_mazepin,N/A
2021,14,18,mick_schumacher,N/A
2021,14,1,max_verstappen,N/A
2021,14,3,lando_norris,N/A
2021,14,5,charles_leclerc,N/A
2021,14,7,antonio_giovinazzi,N/A
2021,14,9,lance_stroll,N/A
2021,14,11,sebastian_vettel,N/A
2021,14,13,nicholas_latifi,N/A
2021,14,15,yuki_tsunoda,N/A
2021,14,17,robert_kubica,N/A
2021,14,19,valtteri_bottas,N/A
2021,14,PIT LANE,pierre_gasly,N/A
2021,15,2,carlos_sainz,1:42.510
2021,15,4,lewis_hamilton,1:44.050
2021,15,6,fernando_alonso,1:44.204
2021,15,8,sergio_perez,1:45.337
2021,15,10,sebastian_vettel,1:46.573
2021,15,12,yuki_tsunoda,1:46.751
2021,15,14,mick_schumacher,1:49.830
2021,15,16,valtteri_bottas,1:44.710
2021,15,18,nicholas_latifi,N/A
2021,15,20,max_verstappen,N/A
2021,15,1,lando_norris,1:41.993
2021,15,3,george_russell,1:42.983
2021,15,5,daniel_ricciardo,1:44.156
2021,15,7,lance_stroll,1:44.956
2021,15,9,esteban_ocon,1:45.865
2021,15,11,pierre_gasly,1:46.641
2021,15,13,kimi_raikkonen,1:49.586
2021,15,15,nikita_mazepin,1:53.764
2021,15,17,antonio_giovinazzi,1:51.023
2021,15,19,charles_leclerc,N/A
2021,16,1,valtteri_bottas,1:22.998
2021,16,3,charles_leclerc,1:23.265
2021,16,5,fernando_alonso,1:23.477
2021,16,7,lando_norris,1:23.954
2021,16,9,yuki_tsunoda,1:24.368
2021,16,11,lewis_hamilton,1:22.868
2021,16,13,george_russell,1:25.007
2021,16,15,nicholas_latifi,1:26.086
2021,16,17,kimi_raikkonen,1:27.525
2021,16,19,carlos_sainz,N/A
2021,16,2,max_verstappen,1:23.196
2021,16,4,pierre_gasly,1:23.326
2021,16,6,sergio_perez,1:23.706
2021,16,8,lance_stroll,1:24.305
2021,16,10,sebastian_vettel,1:24.795
2021,16,12,esteban_ocon,1:24.842
2021,16,14,mick_schumacher,1:25.200
2021,16,16,antonio_giovinazzi,1:26.430
2021,16,18,nikita_mazepin,1:28.449
2021,16,20,daniel_ricciardo,1:25.881
2021,17,1,max_verstappen,1:32.910
2021,17,3,sergio_perez,1:33.134
2021,17,5,carlos_sainz,1:33.792
2021,17,7,lando_norris,1:33.887
2021,17,9,valtteri_bottas,1:33.475
2021,17,11,esteban_ocon,1:35.377
2021,17,13,lance_stroll,1:35.983
2021,17,15,kimi_raikkonen,1:36.311
2021,17,17,nikita_mazepin,1:36.796
2021,17,19,fernando_alonso,1:44.549
2021,17,2,lewis_hamilton,1:33.119
2021,17,4,charles_leclerc,1:33.606
2021,17,6,daniel_ricciardo,1:33.808
2021,17,8,pierre_gasly,1:34.118
2021,17,10,yuki_tsunoda,1:34.918
2021,17,12,antonio_giovinazzi,1:35.794
2021,17,14,nicholas_latifi,1:35.995
2021,17,16,mick_schumacher,1:36.499
2021,17,18,sebastian_vettel,1:35.500
2021,17,20,george_russell,N/A
2021,18,2,lewis_hamilton,1:16.020
2021,18,4,sergio_perez,1:16.342
2021,18,6,carlos_sainz,1:16.761
2021,18,8,charles_leclerc,1:16.837
2021,18,10,kimi_raikkonen,1:17.958
2021,18,12,fernando_alonso,1:18.452
2021,18,14,mick_schumacher,1:18.858
2021,18,16,george_russell,1:18.172
2021,18,18,lando_norris,1:36.830
2021,18,20,lance_stroll,1:20.873
2021,18,1,valtteri_bottas,1:15.875
2021,18,3,max_verstappen,1:16.225
2021,18,5,pierre_gasly,1:16.456
2021,18,7,daniel_ricciardo,1:16.763
2021,18,9,sebastian_vettel,1:17.746
2021,18,11,antonio_giovinazzi,1:18.290
2021,18,13,nicholas_latifi,1:18.756
2021,18,15,nikita_mazepin,1:19.303
2021,18,17,yuki_tsunoda,1:17.158
2021,18,19,esteban_ocon,1:18.405
2021,19,1,valtteri_bottas,N/A
2021,19,3,carlos_sainz,N/A
2021,19,5,lando_norris,N/A
2021,19,7,pierre_gasly,N/A
2021,19,9,sebastian_vettel,N/A
2021,19,11,daniel_ricciardo,N/A
2021,19,13,antonio_giovinazzi,N/A
2021,19,15,yuki_tsunoda,N/A
2021,19,17,george_russell,N/A
2021,19,19,nikita_mazepin,N/A
2021,19,2,max_verstappen,N/A
2021,19,4,sergio_perez,N/A
2021,19,6,charles_leclerc,N/A
2021,19,8,esteban_ocon,N/A
2021,19,10,lewis_hamilton,N/A
2021,19,12,fernando_alonso,N/A
2021,19,14,lance_stroll,N/A
2021,19,16,nicholas_latifi,N/A
2021,19,18,mick_schumacher,N/A
2021,19,PIT LANE,kimi_raikkonen,N/A
2021,20,2,pierre_gasly,1:21.640
2021,20,4,lando_norris,1:21.731
2021,20,6,valtteri_bottas,1:21.478
2021,20,8,yuki_tsunoda,1:21.881
2021,20,10,sebastian_vettel,1:22.785
2021,20,12,lance_stroll,1:22.460
2021,20,14,daniel_ricciardo,1:22.597
2021,20,16,kimi_raikkonen,1:23.156
2021,20,18,antonio_giovinazzi,1:23.262
2021,20,20,nikita_mazepin,1:25.859
2021,20,1,lewis_hamilton,1:20.827
2021,20,3,fernando_alonso,1:21.670
2021,20,5,carlos_sainz,1:21.840
2021,20,7,max_verstappen,1:21.424
2021,20,9,esteban_ocon,1:22.028
2021,20,11,sergio_perez,1:22.346
2021,20,13,charles_leclerc,1:22.463
2021,20,15,george_russell,1:22.756
2021,20,17,nicholas_latifi,1:23.213
2021,20,19,mick_schumacher,1:23.407
2021,21,1,lewis_hamilton,1:27.511
2021,21,3,max_verstappen,1:27.653
2021,21,5,sergio_perez,1:28.123
2021,21,7,lando_norris,1:28.180
2021,21,9,esteban_ocon,1:28.647
2021,21,11,daniel_ricciardo,1:28.668
2021,21,13,fernando_alonso,1:28.920
2021,21,15,carlos_sainz,1:53.652
2021,21,17,sebastian_vettel,1:29.198
2021,21,19,mick_schumacher,1:29.464
2021,21,2,valtteri_bottas,1:27.622
2021,21,4,charles_leclerc,1:28.054
2021,21,6,pierre_gasly,1:28.125
2021,21,8,yuki_tsunoda,1:28.442
2021,21,10,antonio_giovinazzi,1:28.754
2021,21,12,kimi_raikkonen,1:28.885
2021,21,14,george_russell,1:29.054
2021,21,16,nicholas_latifi,1:29.177
2021,21,18,lance_stroll,1:29.368
2021,21,20,nikita_mazepin,1:30.473
2021,22,1,max_verstappen,1:22.109
2021,22,3,lando_norris,1:22.931
2021,22,5,carlos_sainz,1:22.992
2021,22,7,charles_leclerc,1:23.122
2021,22,9,esteban_ocon,1:23.389
2021,22,11,fernando_alonso,1:23.460
2021,22,13,lance_stroll,1:24.066
2021,22,15,sebastian_vettel,1:24.305
2021,22,17,george_russell,1:24.423
2021,22,19,mick_schumacher,1:24.906
2021,22,2,lewis_hamilton,1:22.480
2021,22,4,sergio_perez,1:22.947
2021,22,6,valtteri_bottas,1:23.036
2021,22,8,yuki_tsunoda,1:23.220
2021,22,10,daniel_ricciardo,1:23.409
2021,22,12,pierre_gasly,1:24.043
2021,22,14,antonio_giovinazzi,1:24.251
2021,22,16,nicholas_latifi,1:24.338
2021,22,18,kimi_raikkonen,1:24.779
2022,1,2,max_verstappen,1:30.681
2022,1,4,sergio_perez,1:30.921
2022,1,6,valtteri_bottas,1:31.560
2022,1,8,fernando_alonso,1:32.195
2022,1,10,pierre_gasly,1:32.338
2022,1,12,mick_schumacher,1:31.998
2022,1,14,alexander_albon,1:32.664
2022,1,16,yuki_tsunoda,1:32.750
2022,1,18,daniel_ricciardo,1:32.945
2022,1,20,nicholas_latifi,1:33.634
2022,1,1,charles_leclerc,1:30.558
2022,1,3,carlos_sainz,1:30.687
2022,1,5,lewis_hamilton,1:31.238
2022,1,7,kevin_magnussen,1:31.808
2022,1,9,george_russell,1:32.216
2022,1,11,esteban_ocon,1:31.782
2022,1,13,lando_norris,1:32.008
2022,1,15,zhou_guanyu,1:33.543
2022,1,17,nico_hulkenberg,1:32.777
2022,1,19,lance_stroll,1:33.032
2022,2,1,sergio_perez,1:28.200
2022,2,3,carlos_sainz,1:28.402
2022,2,5,esteban_ocon,1:29.068
2022,2,7,fernando_alonso,1:29.147
2022,2,9,pierre_gasly,1:29.254
2022,2,11,lando_norris,1:29.651
2022,2,13,lance_stroll,1:31.009
2022,2,15,lewis_hamilton,1:30.343
2022,2,17,nico_hulkenberg,1:30.543
2022,2,19,yuki_tsunoda,N/A
2022,2,2,charles_leclerc,1:28.225
2022,2,4,max_verstappen,1:28.461
2022,2,6,george_russell,1:29.104
2022,2,8,valtteri_bottas,1:29.183
2022,2,10,kevin_magnussen,1:29.588
2022,2,12,zhou_guanyu,1:29.819
2022,2,14,daniel_ricciardo,1:29.773
2022,2,16,alexander_albon,1:30.492
2022,2,18,nicholas_latifi,1:31.817
2022,3,2,max_verstappen,1:18.154
2022,3,4,lando_norris,1:18.703
2022,3,6,george_russell,1:18.933
2022,3,8,esteban_ocon,1:19.061
2022,3,10,fernando_alonso,N/A
2022,3,12,valtteri_bottas,1:19.410
2022,3,14,zhou_guanyu,1:20.155
2022,3,16,kevin_magnussen,1:20.254
2022,3,18,nicholas_latifi,1:21.372
2022,3,20,alexander_albon,N/A
2022,3,1,charles_leclerc,1:17.868
2022,3,3,sergio_perez,1:18.240
2022,3,5,lewis_hamilton,1:18.825
2022,3,7,daniel_ricciardo,1:19.032
2022,3,9,carlos_sainz,1:19.408
2022,3,11,pierre_gasly,1:19.226
2022,3,13,yuki_tsunoda,1:19.424
2022,3,15,mick_schumacher,1:20.465
2022,3,17,sebastian_vettel,1:21.149
2022,3,19,lance_stroll,N/A
2022,4,2,charles_leclerc,N/A
2022,4,4,carlos_sainz,N/A
2022,4,6,daniel_ricciardo,N/A
2022,4,8,kevin_magnussen,N/A
2022,4,10,mick_schumacher,N/A
2022,4,12,yuki_tsunoda,N/A
2022,4,14,lewis_hamilton,N/A
2022,4,16,esteban_ocon,N/A
2022,4,18,alexander_albon,N/A
2022,4,1,max_verstappen,N/A
2022,4,3,sergio_perez,N/A
2022,4,5,lando_norris,N/A
2022,4,7,valtteri_bottas,N/A
2022,4,9,fernando_alonso,N/A
2022,4,11,george_russell,N/A
2022,4,13,sebastian_vettel,N/A
2022,4,15,lance_stroll,N/A
2022,4,17,pierre_gasly,N/A
2022,4,19,nicholas_latifi,N/A
2022,4,PIT LANE,zhou_guanyu,N/A
2022,5,2,carlos_sainz,1:28.986
2022,5,4,sergio_perez,1:29.036
2022,5,6,lewis_hamilton,1:29.625
2022,5,8,lando_norris,1:29.750
2022,5,10,lance_stroll,1:30.676
2022,5,12,george_russell,1:30.173
2022,5,14,daniel_ricciardo,1:30.310
2022,5,16,kevin_magnussen,1:30.975
2022,5,18,alexander_albon,1:31.266
2022,5,20,esteban_ocon,N/A
2022,5,1,charles_leclerc,1:28.796
2022,5,3,max_verstappen,1:28.991
2022,5,5,valtteri_bottas,1:29.475
2022,5,7,pierre_gasly,1:29.690
2022,5,9,yuki_tsunoda,1:29.932
2022,5,11,fernando_alonso,1:30.160
2022,5,13,sebastian_vettel,1:30.214
2022,5,15,mick_schumacher,1:30.423
2022,5,17,zhou_guanyu,1:31.020
2022,5,19,nicholas_latifi,1:31.325
2022,6,2,max_verstappen,1:19.073
2022,6,4,george_russell,1:19.393
2022,6,6,lewis_hamilton,1:19.512
2022,6,8,kevin_magnussen,1:19.682
2022,6,10,mick_schumacher,1:20.368
2022,6,12,esteban_ocon,1:20.638
2022,6,14,pierre_gasly,1:20.861
2022,6,16,sebastian_vettel,1:20.954
2022,6,18,alexander_albon,1:21.645
2022,6,20,fernando_alonso,1:21.043
2022,6,1,charles_leclerc,1:18.750
2022,6,3,carlos_sainz,1:19.166
2022,6,5,sergio_perez,1:19.420
2022,6,7,valtteri_bottas,1:19.608
2022,6,9,daniel_ricciardo,1:20.297
2022,6,11,lando_norris,1:20.471
2022,6,13,yuki_tsunoda,1:20.639
2022,6,15,zhou_guanyu,1:21.094
2022,6,17,lance_stroll,1:21.418
2022,6,19,nicholas_latifi,1:21.915
2022,7,1,charles_leclerc,1:11.376
2022,7,3,sergio_perez,1:11.629
2022,7,5,lando_norris,1:11.849
2022,7,7,fernando_alonso,1:12.247
2022,7,9,sebastian_vettel,1:12.732
2022,7,11,yuki_tsunoda,1:12.797
2022,7,13,kevin_magnussen,1:12.921
2022,7,15,mick_schumacher,1:13.081
2022,7,17,pierre_gasly,1:13.660
2022,7,19,nicholas_latifi,1:14.403
2022,7,2,carlos_sainz,1:11.601
2022,7,4,max_verstappen,1:11.666
2022,7,6,george_russell,1:12.112
2022,7,8,lewis_hamilton,1:12.560
2022,7,10,esteban_ocon,1:13.047
2022,7,12,valtteri_bottas,1:12.909
2022,7,14,daniel_ricciardo,1:12.964
2022,7,16,alexander_albon,1:13.611
2022,7,18,lance_stroll,1:13.678
2022,7,20,zhou_guanyu,1:15.606
2022,8,1,charles_leclerc,1:41.359
2022,8,3,max_verstappen,1:41.706
2022,8,5,george_russell,1:42.712
2022,8,7,lewis_hamilton,1:42.924
2022,8,9,sebastian_vettel,1:43.091
2022,8,11,lando_norris,1:43.398
2022,8,13,esteban_ocon,1:43.585
2022,8,15,valtteri_bottas,1:44.444
2022,8,17,alexander_albon,1:44.719
2022,8,19,lance_stroll,1:45.371
2022,8,2,sergio_perez,1:41.641
2022,8,4,carlos_sainz,1:41.814
2022,8,6,pierre_gasly,1:42.845
2022,8,8,yuki_tsunoda,1:43.056
2022,8,10,fernando_alonso,1:43.173
2022,8,12,daniel_ricciardo,1:43.574
2022,8,14,zhou_guanyu,1:43.790
2022,8,16,kevin_magnussen,1:44.643
2022,8,18,nicholas_latifi,1:45.367
2022,8,20,mick_schumacher,1:45.775
2022,9,2,fernando_alonso,1:21.944
2022,9,4,lewis_hamilton,1:22.891
2022,9,6,mick_schumacher,1:23.356
2022,9,8,george_russell,1:23.557
2022,9,10,zhou_guanyu,1:24.030
2022,9,12,alexander_albon,1:26.858
2022,9,14,lando_norris,N/A
2022,9,16,sebastian_vettel,1:34.512
2022,9,18,nicholas_latifi,1:35.660
2022,9,20,yuki_tsunoda,1:36.575
2022,9,1,max_verstappen,1:21.299
2022,9,3,carlos_sainz,1:22.096
2022,9,5,kevin_magnussen,1:22.960
2022,9,7,esteban_ocon,1:23.529
2022,9,9,daniel_ricciardo,1:23.749
2022,9,11,valtteri_bottas,1:26.788
2022,9,13,sergio_perez,1:33.127
2022,9,15,pierre_gasly,1:34.492
2022,9,17,lance_stroll,1:35.532
2022,9,19,charles_leclerc,N/A
2022,10,2,max_verstappen,1:41.055
2022,10,4,sergio_perez,1:41.616
2022,10,6,lando_norris,1:42.084
2022,10,8,george_russell,1:42.161
2022,10,10,nicholas_latifi,2:03.095
2022,10,12,valtteri_bottas,1:44.232
2022,10,14,daniel_ricciardo,1:44.355
2022,10,16,alexander_albon,1:42.078
2022,10,18,sebastian_vettel,1:42.666
2022,10,20,lance_stroll,1:43.430
2022,10,1,carlos_sainz,1:40.983
2022,10,3,charles_leclerc,1:41.298
2022,10,5,lewis_hamilton,1:41.995
2022,10,7,fernando_alonso,1:42.116
2022,10,9,zhou_guanyu,1:42.719
2022,10,11,pierre_gasly,1:43.702
2022,10,13,yuki_tsunoda,1:44.311
2022,10,15,esteban_ocon,1:45.190
2022,10,17,kevin_magnussen,1:42.159
2022,10,19,mick_schumacher,1:42.708
2022,11,2,charles_leclerc,N/A
2022,11,4,george_russell,N/A
2022,11,6,esteban_ocon,N/A
2022,11,8,lewis_hamilton,N/A
2022,11,10,lando_norris,N/A
2022,11,12,lance_stroll,N/A
2022,11,14,pierre_gasly,N/A
2022,11,16,yuki_tsunoda,N/A
2022,11,18,sebastian_vettel,N/A
2022,11,1,max_verstappen,N/A
2022,11,3,carlos_sainz,N/A
2022,11,5,sergio_perez,N/A
2022,11,7,kevin_magnussen,N/A
2022,11,9,mick_schumacher,N/A
2022,11,11,daniel_ricciardo,N/A
2022,11,13,zhou_guanyu,N/A
2022,11,15,alexander_albon,N/A
2022,11,17,nicholas_latifi,N/A
2022,11,19,fernando_alonso,N/A
2022,11,PIT LANE,valtteri_bottas,N/A
2022,12,2,max_verstappen,1:31.176
2022,12,4,lewis_hamilton,1:31.765
2022,12,6,george_russell,1:32.131
2022,12,8,yuki_tsunoda,1:32.780
2022,12,10,esteban_ocon,1:33.048
2022,12,12,sebastian_vettel,1:33.276
2022,12,14,pierre_gasly,1:33.439
2022,12,16,zhou_guanyu,1:33.674
2022,12,18,nicholas_latifi,1:33.794
2022,12,20,kevin_magnussen,N/A
