year,round,lap,driver_id,lap_time
2021,1,7,nicholas_latifi,1:38.390
2021,1,7,mick_schumacher,1:39.134
2021,1,7,pierre_gasly,1:36.954
2021,1,8,max_verstappen,1:36.032
2021,1,8,lewis_hamilton,1:36.075
2021,1,8,valtteri_bottas,1:36.022
2021,1,8,charles_leclerc,1:37.886
2021,1,8,lando_norris,1:37.724
2021,1,8,daniel_ricciardo,1:37.639
2021,1,8,fernando_alonso,1:38.006
2021,1,8,lance_stroll,1:37.700
2021,1,8,carlos_sainz,1:37.829
2021,1,8,antonio_giovinazzi,1:37.972
2021,1,8,kimi_raikkonen,1:38.015
2021,1,8,esteban_ocon,1:38.234
2021,1,8,sergio_perez,1:37.134
2021,1,8,sebastian_vettel,1:38.935
2021,1,8,yuki_tsunoda,1:37.491
2021,1,8,george_russell,1:38.317
2021,1,8,nicholas_latifi,1:38.518
2021,1,8,mick_schumacher,1:39.272
2021,1,8,pierre_gasly,1:37.424
2021,1,9,max_verstappen,1:36.012
2021,1,9,lewis_hamilton,1:36.148
2021,1,9,valtteri_bottas,1:37.086
2021,1,9,lando_norris,1:37.360
2021,1,9,charles_leclerc,1:38.667
2021,1,9,daniel_ricciardo,1:37.858
2021,1,9,lance_stroll,1:37.797
2021,1,9,fernando_alonso,1:39.062
2021,1,9,carlos_sainz,1:38.396
2021,1,9,antonio_giovinazzi,1:38.008
2021,1,9,kimi_raikkonen,1:37.993
2021,1,9,esteban_ocon,1:37.866
2021,1,9,sergio_perez,1:37.381
2021,1,9,yuki_tsunoda,1:37.907
2021,1,9,sebastian_vettel,1:39.358
2021,1,9,george_russell,1:38.415
2021,1,9,nicholas_latifi,1:38.784
2021,1,9,mick_schumacher,1:39.164
2021,1,9,pierre_gasly,1:37.030
2021,1,10,max_verstappen,1:36.175
2021,1,10,lewis_hamilton,1:36.082
2021,1,10,valtteri_bottas,1:36.405
2021,1,10,lando_norris,1:37.523
2021,1,10,charles_leclerc,1:37.518
2021,1,10,daniel_ricciardo,1:37.782
2021,1,10,lance_stroll,1:37.614
2021,1,10,fernando_alonso,1:37.758
2021,1,10,carlos_sainz,1:38.012
2021,1,10,antonio_giovinazzi,1:37.846
2021,1,10,kimi_raikkonen,1:37.622
2021,1,10,sergio_perez,1:36.788
2021,1,10,esteban_ocon,1:38.818
2021,1,10,yuki_tsunoda,1:37.738
2021,1,10,sebastian_vettel,1:38.100
2021,1,10,george_russell,1:38.386
2021,1,10,nicholas_latifi,1:38.027
2021,1,10,mick_schumacher,1:38.955
2021,1,10,pierre_gasly,1:37.375
2021,1,11,max_verstappen,1:36.179
2021,1,11,lewis_hamilton,1:36.143
2021,1,11,valtteri_bottas,1:36.384
2021,1,11,lando_norris,1:37.162
2021,1,11,charles_leclerc,1:37.729
2021,1,11,daniel_ricciardo,1:37.314
2021,1,11,lance_stroll,1:37.536
2021,1,11,carlos_sainz,1:37.562
2021,1,11,fernando_alonso,1:40.308
2021,1,11,antonio_giovinazzi,1:37.765
2021,1,11,kimi_raikkonen,1:38.086
2021,1,11,sergio_perez,1:37.837
2021,1,11,esteban_ocon,1:37.945
2021,1,11,yuki_tsunoda,1:37.593
2021,1,11,sebastian_vettel,1:38.184
2021,1,11,george_russell,1:38.471
2021,1,11,nicholas_latifi,1:38.280
2021,1,11,mick_schumacher,1:39.180
2021,1,11,pierre_gasly,1:37.517
2021,1,12,max_verstappen,1:36.592
2021,1,12,lewis_hamilton,1:36.507
2021,1,12,valtteri_bottas,1:36.460
2021,1,12,daniel_ricciardo,1:38.454
2021,1,12,lando_norris,1:40.425
2021,1,12,charles_leclerc,1:40.477
2021,1,12,carlos_sainz,1:37.716
2021,1,12,lance_stroll,1:40.751
2021,1,12,kimi_raikkonen,1:37.783
2021,1,12,sergio_perez,1:37.988
2021,1,12,antonio_giovinazzi,1:40.892
2021,1,12,esteban_ocon,1:38.201
2021,1,12,yuki_tsunoda,1:37.947
2021,1,12,sebastian_vettel,1:38.169
2021,1,12,george_russell,1:38.719
2021,1,12,nicholas_latifi,1:38.781
2021,1,12,fernando_alonso,1:56.122
2021,1,12,mick_schumacher,1:39.979
2021,1,12,pierre_gasly,1:38.054
2021,1,13,max_verstappen,1:36.291
2021,1,13,lewis_hamilton,1:38.924
2021,1,13,valtteri_bottas,1:36.423
2021,1,13,daniel_ricciardo,1:40.195
2021,1,13,carlos_sainz,1:37.660
2021,1,13,sergio_perez,1:36.949
2021,1,13,kimi_raikkonen,1:39.710
2021,1,13,yuki_tsunoda,1:37.882
2021,1,13,esteban_ocon,1:40.503
2021,1,13,sebastian_vettel,1:38.050
2021,1,13,nicholas_latifi,1:38.526
2021,1,13,george_russell,1:40.821
2021,1,13,lando_norris,1:57.417
2021,1,13,charles_leclerc,1:56.773
2021,1,13,fernando_alonso,1:36.844
2021,1,13,lance_stroll,1:56.840
2021,1,13,mick_schumacher,1:39.685
2021,1,13,antonio_giovinazzi,2:05.351
2021,1,13,pierre_gasly,1:37.874
2021,1,14,max_verstappen,1:36.880
2021,1,14,valtteri_bottas,1:36.736
2021,1,14,carlos_sainz,1:37.591
2021,1,14,lewis_hamilton,1:55.006
2021,1,14,sergio_perez,1:36.870
2021,1,14,yuki_tsunoda,1:37.923
2021,1,14,sebastian_vettel,1:38.011
2021,1,14,lando_norris,1:35.286
2021,1,14,charles_leclerc,1:35.552
2021,1,14,fernando_alonso,1:37.143
2021,1,14,daniel_ricciardo,1:57.427
2021,1,14,lance_stroll,1:37.477
2021,1,14,nicholas_latifi,1:42.131
2021,1,14,kimi_raikkonen,1:57.033
2021,1,14,esteban_ocon,1:57.222
2021,1,14,antonio_giovinazzi,1:37.462
2021,1,14,mick_schumacher,1:42.903
2021,1,14,george_russell,1:57.136
2021,1,14,pierre_gasly,1:38.302
2021,1,15,max_verstappen,1:36.924
2021,1,15,valtteri_bottas,1:36.583
2021,1,15,lewis_hamilton,1:34.057
2021,1,15,sergio_perez,1:36.853
2021,1,15,carlos_sainz,1:40.840
2021,1,15,sebastian_vettel,1:38.024
2021,1,15,yuki_tsunoda,1:40.580
2021,1,15,lando_norris,1:35.679
2021,1,15,charles_leclerc,1:35.955
2021,1,15,daniel_ricciardo,1:36.081
2021,1,15,fernando_alonso,1:37.447
2021,1,15,lance_stroll,1:36.841
2021,1,15,kimi_raikkonen,1:36.336
2021,1,15,esteban_ocon,1:36.659
2021,1,15,antonio_giovinazzi,1:36.790
2021,1,15,george_russell,1:36.811
2021,1,15,pierre_gasly,1:38.001
2021,1,15,nicholas_latifi,1:59.286
2021,1,15,mick_schumacher,2:01.871
2021,1,16,max_verstappen,1:37.033
2021,1,16,valtteri_bottas,1:39.534
2021,1,16,lewis_hamilton,1:35.104
2021,1,16,sergio_perez,1:36.526
2021,1,16,lando_norris,1:36.344
2021,1,16,charles_leclerc,1:36.415
2021,1,16,sebastian_vettel,1:39.302
2021,1,16,daniel_ricciardo,1:36.790
2021,1,16,fernando_alonso,1:37.183
2021,1,16,lance_stroll,1:37.065
2021,1,16,carlos_sainz,1:56.548
2021,1,16,kimi_raikkonen,1:37.309
2021,1,16,esteban_ocon,1:37.030
2021,1,16,yuki_tsunoda,1:57.127
2021,1,16,antonio_giovinazzi,1:37.458
2021,1,16,george_russell,1:37.105
2021,1,16,pierre_gasly,1:37.993
2021,1,16,nicholas_latifi,1:36.602
2021,1,16,mick_schumacher,1:37.351
2021,1,17,max_verstappen,1:39.153
2021,1,17,lewis_hamilton,1:35.099
2021,1,17,sergio_perez,1:37.062
2021,1,17,valtteri_bottas,1:54.719
2021,1,17,lando_norris,1:36.239
2021,1,17,charles_leclerc,1:36.936
2021,1,17,sebastian_vettel,1:38.734
2021,1,17,daniel_ricciardo,1:36.542
2021,1,17,lance_stroll,1:36.333
2021,1,17,fernando_alonso,1:37.797
2021,1,17,carlos_sainz,1:36.150
2021,1,17,kimi_raikkonen,1:37.169
2021,1,17,esteban_ocon,1:37.242
2021,1,17,yuki_tsunoda,1:36.147
2021,1,17,antonio_giovinazzi,1:37.201
2021,1,17,george_russell,1:36.771
2021,1,17,pierre_gasly,1:38.415
2021,1,17,nicholas_latifi,1:37.665
2021,1,17,mick_schumacher,1:37.627
2021,1,18,lewis_hamilton,1:35.266
2021,1,18,max_verstappen,1:55.532
2021,1,18,valtteri_bottas,1:35.038
2021,1,18,sergio_perez,1:38.124
2021,1,18,lando_norris,1:36.045
2021,1,18,charles_leclerc,1:36.432
2021,1,18,sebastian_vettel,1:38.717
2021,1,18,daniel_ricciardo,1:37.424
2021,1,18,lance_stroll,1:36.951
2021,1,18,fernando_alonso,1:36.984
2021,1,18,carlos_sainz,1:36.364
2021,1,18,kimi_raikkonen,1:37.151
2021,1,18,esteban_ocon,1:37.095
2021,1,18,yuki_tsunoda,1:36.149
2021,1,18,antonio_giovinazzi,1:37.139
2021,1,18,george_russell,1:37.199
2021,1,18,nicholas_latifi,1:37.508
2021,1,18,pierre_gasly,1:39.272
2021,1,18,mick_schumacher,1:37.740
2021,1,19,lewis_hamilton,1:35.346
2021,1,19,max_verstappen,1:34.421
2021,1,19,valtteri_bottas,1:34.518
2021,1,19,sergio_perez,1:39.720
2021,1,19,lando_norris,1:36.084
2021,1,19,charles_leclerc,1:36.289
2021,1,19,daniel_ricciardo,1:36.383
2021,1,19,sebastian_vettel,1:39.071
2021,1,19,lance_stroll,1:38.008
2021,1,19,fernando_alonso,1:37.506
2021,1,19,carlos_sainz,1:36.450
2021,1,19,kimi_raikkonen,1:37.121
2021,1,19,esteban_ocon,1:36.674
2021,1,19,yuki_tsunoda,1:35.979
2021,1,19,antonio_giovinazzi,1:37.005
2021,1,19,george_russell,1:37.319
2021,1,19,nicholas_latifi,1:37.644
2021,1,19,pierre_gasly,1:40.838
2021,1,19,mick_schumacher,1:37.944
2021,1,20,lewis_hamilton,1:35.324
2021,1,20,max_verstappen,1:34.870
2021,1,20,valtteri_bottas,1:34.774
2021,1,20,lando_norris,1:36.463
2021,1,20,charles_leclerc,1:36.603
2021,1,20,daniel_ricciardo,1:36.622
2021,1,20,lance_stroll,1:36.451
2021,1,20,sebastian_vettel,1:39.584
2021,1,20,fernando_alonso,1:39.078
2021,1,20,carlos_sainz,1:38.966
2021,1,20,kimi_raikkonen,1:36.923
2021,1,20,sergio_perez,1:56.512
2021,1,20,esteban_ocon,1:38.408
2021,1,20,yuki_tsunoda,1:38.319
2021,1,20,antonio_giovinazzi,1:37.279
2021,1,20,george_russell,1:37.643
2021,1,20,nicholas_latifi,1:37.447
2021,1,20,mick_schumacher,1:38.231
2021,1,20,pierre_gasly,1:59.290
2021,1,21,lewis_hamilton,1:35.837
2021,1,21,max_verstappen,1:34.829
2021,1,21,valtteri_bottas,1:35.098
2021,1,21,lando_norris,1:36.569
2021,1,21,charles_leclerc,1:36.721
2021,1,21,daniel_ricciardo,1:36.664
2021,1,21,lance_stroll,1:37.206
2021,1,21,carlos_sainz,1:36.702
2021,1,21,sergio_perez,1:35.721
2021,1,21,sebastian_vettel,1:39.996
2021,1,21,fernando_alonso,1:40.090
2021,1,21,kimi_raikkonen,1:37.665
2021,1,21,yuki_tsunoda,1:37.210
2021,1,21,esteban_ocon,1:38.677
2021,1,21,antonio_giovinazzi,1:37.387
2021,1,21,george_russell,1:37.711
2021,1,21,nicholas_latifi,1:37.556
2021,1,21,mick_schumacher,1:38.020
2021,1,21,pierre_gasly,1:36.483
2021,1,22,lewis_hamilton,1:35.539
2021,1,22,max_verstappen,1:35.159
2021,1,22,valtteri_bottas,1:35.077
2021,1,22,lando_norris,1:36.371
2021,1,22,charles_leclerc,1:36.457
2021,1,22,daniel_ricciardo,1:36.682
2021,1,22,lance_stroll,1:36.957
2021,1,22,carlos_sainz,1:36.516
2021,1,22,sergio_perez,1:35.633
2021,1,22,fernando_alonso,1:37.759
2021,1,22,kimi_raikkonen,1:37.571
2021,1,22,sebastian_vettel,1:40.754
2021,1,22,yuki_tsunoda,1:36.558
2021,1,22,esteban_ocon,1:37.317
2021,1,22,antonio_giovinazzi,1:37.442
2021,1,22,george_russell,1:37.683
2021,1,22,nicholas_latifi,1:37.618
2021,1,22,mick_schumacher,1:37.670
2021,1,22,pierre_gasly,1:36.475
2021,1,23,lewis_hamilton,1:35.219
2021,1,23,max_verstappen,1:35.122
2021,1,23,valtteri_bottas,1:35.092
2021,1,23,lando_norris,1:36.547
2021,1,23,charles_leclerc,1:36.195
2021,1,23,daniel_ricciardo,1:36.494
2021,1,23,lance_stroll,1:36.843
2021,1,23,carlos_sainz,1:36.236
2021,1,23,sergio_perez,1:35.807
2021,1,23,kimi_raikkonen,1:36.985
2021,1,23,fernando_alonso,1:38.377
2021,1,23,sebastian_vettel,1:38.631
2021,1,23,yuki_tsunoda,1:37.306
2021,1,23,esteban_ocon,1:37.362
2021,1,23,antonio_giovinazzi,1:36.936
2021,1,23,george_russell,1:37.412
2021,1,23,nicholas_latifi,1:37.320
2021,1,23,mick_schumacher,1:37.578
2021,1,23,pierre_gasly,1:36.421
2021,1,24,lewis_hamilton,1:35.087
2021,1,24,max_verstappen,1:35.207
2021,1,24,valtteri_bottas,1:35.193
2021,1,24,lando_norris,1:36.409
2021,1,24,charles_leclerc,1:36.338
2021,1,24,daniel_ricciardo,1:36.307
2021,1,24,lance_stroll,1:36.697
2021,1,24,carlos_sainz,1:36.279
2021,1,24,sergio_perez,1:35.964
2021,1,24,kimi_raikkonen,1:36.897
2021,1,24,fernando_alonso,1:37.604
2021,1,24,yuki_tsunoda,1:36.154
2021,1,24,esteban_ocon,1:37.422
2021,1,24,sebastian_vettel,1:41.508
2021,1,24,antonio_giovinazzi,1:37.236
2021,1,24,george_russell,1:37.197
2021,1,24,nicholas_latifi,1:38.097
2021,1,24,mick_schumacher,1:37.595
2021,1,24,pierre_gasly,1:36.519
2021,1,25,lewis_hamilton,1:35.359
2021,1,25,max_verstappen,1:35.044
2021,1,25,valtteri_bottas,1:35.022
2021,1,25,lando_norris,1:36.565
2021,1,25,charles_leclerc,1:36.428
2021,1,25,daniel_ricciardo,1:36.675
2021,1,25,lance_stroll,1:36.879
2021,1,25,sergio_perez,1:35.526
2021,1,25,carlos_sainz,1:37.598
2021,1,25,kimi_raikkonen,1:37.019
2021,1,25,fernando_alonso,1:37.596
2021,1,25,yuki_tsunoda,1:36.824
2021,1,25,esteban_ocon,1:36.904
2021,1,25,antonio_giovinazzi,1:36.899
2021,1,25,george_russell,1:37.238
2021,1,25,nicholas_latifi,1:37.694
2021,1,25,sebastian_vettel,1:56.594
2021,1,25,mick_schumacher,1:37.779
2021,1,25,pierre_gasly,1:36.472
2021,1,26,lewis_hamilton,1:35.622
2021,1,26,max_verstappen,1:34.958
2021,1,26,valtteri_bottas,1:35.308
2021,1,26,lando_norris,1:36.152
2021,1,26,charles_leclerc,1:36.406
2021,1,26,daniel_ricciardo,1:36.505
2021,1,26,lance_stroll,1:36.914
2021,1,26,sergio_perez,1:36.592
2021,1,26,carlos_sainz,1:36.686
2021,1,26,kimi_raikkonen,1:36.852
2021,1,26,yuki_tsunoda,1:36.195
2021,1,26,fernando_alonso,1:38.758
2021,1,26,esteban_ocon,1:37.316
2021,1,26,antonio_giovinazzi,1:36.918
2021,1,26,george_russell,1:37.378
2021,1,26,nicholas_latifi,1:38.179
2021,1,26,sebastian_vettel,1:35.566
2021,1,26,mick_schumacher,1:38.144
2021,1,26,pierre_gasly,1:36.890
2021,1,27,lewis_hamilton,1:35.940
2021,1,27,max_verstappen,1:35.118
2021,1,27,valtteri_bottas,1:35.469
2021,1,27,lando_norris,1:36.290
2021,1,27,charles_leclerc,1:36.616
2021,1,27,daniel_ricciardo,1:36.334
2021,1,27,sergio_perez,1:35.221
2021,1,27,lance_stroll,1:37.700
2021,1,27,carlos_sainz,1:36.574
2021,1,27,kimi_raikkonen,1:36.495
2021,1,27,yuki_tsunoda,1:36.657
2021,1,27,fernando_alonso,1:37.447
2021,1,27,esteban_ocon,1:37.104
2021,1,27,antonio_giovinazzi,1:37.210
2021,1,27,george_russell,1:37.711
2021,1,27,nicholas_latifi,1:38.149
2021,1,27,sebastian_vettel,1:36.045
2021,1,27,pierre_gasly,1:36.394
2021,1,27,mick_schumacher,1:38.957
2021,1,28,max_verstappen,1:35.126
2021,1,28,lewis_hamilton,1:37.835
2021,1,28,valtteri_bottas,1:35.376
2021,1,28,lando_norris,1:36.577
2021,1,28,charles_leclerc,1:36.555
2021,1,28,daniel_ricciardo,1:36.530
2021,1,28,sergio_perez,1:35.488
2021,1,28,carlos_sainz,1:36.842
2021,1,28,lance_stroll,1:39.588
2021,1,28,kimi_raikkonen,1:36.531
2021,1,28,yuki_tsunoda,1:36.870
2021,1,28,fernando_alonso,1:37.791
2021,1,28,esteban_ocon,1:37.206
2021,1,28,antonio_giovinazzi,1:36.940
2021,1,28,george_russell,1:37.001
2021,1,28,nicholas_latifi,1:37.802
2021,1,28,sebastian_vettel,1:36.341
2021,1,28,pierre_gasly,1:36.512
2021,1,28,mick_schumacher,1:37.677
2021,1,29,max_verstappen,1:35.282
2021,1,29,valtteri_bottas,1:35.915
2021,1,29,lewis_hamilton,1:55.194
2021,1,29,lando_norris,1:36.646
2021,1,29,charles_leclerc,1:37.096
2021,1,29,daniel_ricciardo,1:36.593
2021,1,29,sergio_perez,1:35.877
2021,1,29,carlos_sainz,1:36.020
2021,1,29,kimi_raikkonen,1:39.035
2021,1,29,yuki_tsunoda,1:36.844
2021,1,29,esteban_ocon,1:37.430
2021,1,29,fernando_alonso,1:40.108
2021,1,29,antonio_giovinazzi,1:36.987
2021,1,29,george_russell,1:37.666
2021,1,29,lance_stroll,1:57.513
2021,1,29,sebastian_vettel,1:36.434
2021,1,29,nicholas_latifi,1:39.666
2021,1,29,pierre_gasly,1:36.217
2021,1,29,mick_schumacher,1:38.250
2021,1,30,max_verstappen,1:35.476
2021,1,30,valtteri_bottas,1:38.028
2021,1,30,lewis_hamilton,1:34.365
2021,1,30,lando_norris,1:36.417
2021,1,30,charles_leclerc,1:36.871
2021,1,30,daniel_ricciardo,1:36.811
2021,1,30,sergio_perez,1:35.713
2021,1,30,carlos_sainz,1:36.217
2021,1,30,yuki_tsunoda,1:36.705
2021,1,30,esteban_ocon,1:37.408
2021,1,30,antonio_giovinazzi,1:39.490
2021,1,30,george_russell,1:37.777
2021,1,30,lance_stroll,1:36.023
2021,1,30,kimi_raikkonen,1:56.634
2021,1,30,sebastian_vettel,1:36.260
2021,1,30,nicholas_latifi,1:38.422
2021,1,30,fernando_alonso,1:57.522
2021,1,30,pierre_gasly,1:36.061
2021,1,31,max_verstappen,1:35.054
2021,1,31,mick_schumacher,1:38.899
2021,1,31,lewis_hamilton,1:35.305
2021,1,31,lando_norris,1:36.515
2021,1,31,charles_leclerc,1:37.108
2021,1,31,valtteri_bottas,2:03.818
2021,1,31,daniel_ricciardo,1:37.068
2021,1,31,sergio_perez,1:36.302
2021,1,31,carlos_sainz,1:36.273
2021,1,31,yuki_tsunoda,1:36.663
2021,1,31,esteban_ocon,1:39.268
2021,1,31,lance_stroll,1:34.865
2021,1,31,george_russell,1:37.962
2021,1,31,kimi_raikkonen,1:36.452
2021,1,31,sebastian_vettel,1:36.185
2021,1,31,fernando_alonso,1:36.063
2021,1,31,nicholas_latifi,1:39.096
2021,1,31,antonio_giovinazzi,1:56.373
2021,1,31,pierre_gasly,1:36.185
2021,1,32,max_verstappen,1:35.378
2021,1,32,mick_schumacher,1:38.322
2021,1,32,lewis_hamilton,1:34.729
2021,1,32,lando_norris,1:36.616
2021,1,32,valtteri_bottas,1:35.120
2021,1,32,charles_leclerc,1:39.973
2021,1,32,sergio_perez,1:35.458
2021,1,32,daniel_ricciardo,1:39.803
2021,1,32,carlos_sainz,1:36.469
2021,1,32,yuki_tsunoda,1:36.654
2021,1,32,lance_stroll,1:35.279
2021,1,32,george_russell,1:37.675
2021,1,32,kimi_raikkonen,1:36.941
2021,1,32,sebastian_vettel,1:36.335
2021,1,32,antonio_giovinazzi,1:35.122
2021,1,32,esteban_ocon,1:56.314
2021,1,32,fernando_alonso,1:42.313
2021,1,32,nicholas_latifi,1:42.667
2021,1,32,pierre_gasly,1:36.452
2021,1,33,max_verstappen,1:35.286
2021,1,33,mick_schumacher,1:38.641
2021,1,33,lewis_hamilton,1:35.041
2021,1,33,lando_norris,1:39.275
2021,1,33,valtteri_bottas,1:34.457
2021,1,33,sergio_perez,1:36.547
2021,1,33,carlos_sainz,1:37.141
2021,1,33,charles_leclerc,1:55.256
2021,1,33,yuki_tsunoda,1:39.388
2021,1,33,daniel_ricciardo,1:56.039
2021,1,33,lance_stroll,1:35.429
2021,1,33,george_russell,1:37.714
2021,1,33,kimi_raikkonen,1:36.786
2021,1,33,sebastian_vettel,1:36.492
2021,1,33,esteban_ocon,1:35.250
2021,1,33,antonio_giovinazzi,1:36.937
2021,1,33,pierre_gasly,1:36.357
2021,1,34,max_verstappen,1:35.638
2021,1,34,mick_schumacher,1:40.674
2021,1,34,lewis_hamilton,1:34.665
2021,1,34,nicholas_latifi,1:58.954
2021,1,34,valtteri_bottas,1:34.472
2021,1,34,sergio_perez,1:35.796
2021,1,34,carlos_sainz,1:36.635
2021,1,34,lando_norris,1:56.810
2021,1,34,charles_leclerc,1:35.096
2021,1,34,daniel_ricciardo,1:35.633
2021,1,34,lance_stroll,1:35.328
2021,1,34,george_russell,1:37.350
2021,1,34,kimi_raikkonen,1:36.014
2021,1,34,sebastian_vettel,1:36.041
2021,1,34,yuki_tsunoda,1:55.773
2021,1,34,esteban_ocon,1:35.975
2021,1,34,antonio_giovinazzi,1:36.088
2021,1,34,pierre_gasly,1:36.689
2021,1,35,max_verstappen,1:35.593
2021,1,35,lewis_hamilton,1:34.745
2021,1,35,nicholas_latifi,1:37.348
2021,1,35,valtteri_bottas,1:34.400
2021,1,35,mick_schumacher,1:59.708
2021,1,35,sergio_perez,1:36.056
2021,1,35,carlos_sainz,1:36.584
2021,1,35,lando_norris,1:34.899
2021,1,35,charles_leclerc,1:35.141
2021,1,35,daniel_ricciardo,1:35.429
2021,1,35,lance_stroll,1:35.549
2021,1,35,george_russell,1:37.695
2021,1,35,kimi_raikkonen,1:36.791
2021,1,35,sebastian_vettel,1:36.249
